District,Year,Crop,Season,Area,total_crop_area,net_sown_area,rainfall_mm,yield
KANNIYAKUMARI,2002,Tomato,Whole Year,6,66772,,,12.333333333333334
KANNIYAKUMARI,2002,Yam,Whole Year,12,66772,,,0.0
KANNIYAKUMARI,2003,Dry ginger,Kharif,13,52074,,,14.153846153846153
KANNIYAKUMARI,2003,Groundnut,Kharif,87,52074,,,1.2183908045977012
KANNIYAKUMARI,2003,Horse-gram,Kharif,5,52074,,,0.2
KANNIYAKUMARI,2003,Moong(Green Gram),Kharif,55,52074,,,0.41818181818181815
KANNIYAKUMARI,2003,Other Kharif pulses,Kharif,261,52074,,,0.19157088122605365
KANNIYAKUMARI,2003,Rice,Kharif,17320,52074,,,3.0540993071593534
KANNIYAKUMARI,2003,Sesamum,Kharif,4,52074,,,0.25
KANNIYAKUMARI,2003,Urad,Kharif,1661,52074,,,0.40878988561107765
KANNIYAKUMARI,2003,Arecanut,Whole Year,761,52074,,,
KANNIYAKUMARI,2003,Ash Gourd,Whole Year,6,52074,,,0.0
KANNIYAKUMARI,2003,Banana,Whole Year,5633,52074,,,23.910172199538433
KANNIYAKUMARI,2003,Bhindi,Whole Year,32,52074,,,7.0
KANNIYAKUMARI,2003,Bitter Gourd,Whole Year,12,52074,,,0.0
KANNIYAKUMARI,2003,Black pepper,Whole Year,115,52074,,,0.14782608695652175
KANNIYAKUMARI,2003,Brinjal,Whole Year,102,52074,,,11.186274509803921
KANNIYAKUMARI,2003,Cardamom,Whole Year,124,52074,,,0.08870967741935484
KANNIYAKUMARI,2003,Cashewnut,Whole Year,1938,52074,,,0.7084623323013416
KANNIYAKUMARI,2003,Citrus Fruit,Whole Year,43,52074,,,1.0465116279069768
KANNIYAKUMARI,2003,Coconut,Whole Year,23664,52074,,,7.860040567951319
KANNIYAKUMARI,2003,Cucumber,Whole Year,56,52074,,,0.0
KANNIYAKUMARI,2003,Drum Stick,Whole Year,7,52074,,,0.0
KANNIYAKUMARI,2003,Jack Fruit,Whole Year,773,52074,,,9.66235446313066
KANNIYAKUMARI,2003,Mango,Whole Year,1735,52074,,,0.768299711815562
KANNIYAKUMARI,2003,Orange,Whole Year,4,52074,,,2.0
KANNIYAKUMARI,2003,Other Citrus Fruit,Whole Year,37,52074,,,0.0
KANNIYAKUMARI,2003,Other Fresh Fruits,Whole Year,3,52074,,,0.0
KANNIYAKUMARI,2003,Other Vegetables,Whole Year,89,52074,,,0.0
KANNIYAKUMARI,2003,Pineapple,Whole Year,33,52074,,,16.454545454545453
KANNIYAKUMARI,2003,Pome Fruit,Whole Year,68,52074,,,7.029411764705882
KANNIYAKUMARI,2003,Pome Granet,Whole Year,4,52074,,,0.0
KANNIYAKUMARI,2003,Pump Kin,Whole Year,6,52074,,,0.0
KANNIYAKUMARI,2003,Snak Guard,Whole Year,19,52074,,,0.0
KANNIYAKUMARI,2003,Tapioca,Whole Year,8681,52074,,,22.023729985024765
KANNIYAKUMARI,2003,Tomato,Whole Year,4,52074,,,10.0
KANNIYAKUMARI,2003,Yam,Whole Year,12,52074,,,0.0
KANNIYAKUMARI,2004,Dry ginger,Kharif,5,63842,,,19.4
KANNIYAKUMARI,2004,Groundnut,Kharif,42,63842,,,1.2142857142857142
KANNIYAKUMARI,2004,Horse-gram,Kharif,9,63842,,,0.3333333333333333
KANNIYAKUMARI,2004,Other Kharif pulses,Kharif,233,63842,,,0.19313304721030042
KANNIYAKUMARI,2004,Rice,Kharif,22016,63842,,,3.9283248546511627
KANNIYAKUMARI,2004,Urad,Kharif,2067,63842,,,0.366715045960329
KANNIYAKUMARI,2004,Arecanut,Whole Year,736,63842,,,2.527173913043478
KANNIYAKUMARI,2004,Banana,Whole Year,5440,63842,,,32.634375
KANNIYAKUMARI,2004,Cardamom,Whole Year,124,63842,,,0.08870967741935484
KANNIYAKUMARI,2004,Cashewnut,Whole Year,2029,63842,,,0.2035485460818137
KANNIYAKUMARI,2004,Coconut,Whole Year,23936,63842,,,15.106951871657754
KANNIYAKUMARI,2004,Dry chillies,Whole Year,4,63842,,,0.75
KANNIYAKUMARI,2004,Onion,Whole Year,2,63842,,,9.5
KANNIYAKUMARI,2004,Tapioca,Whole Year,7378,63842,,,28.887503388452156
KANNIYAKUMARI,2005,Castor seed,Kharif,105,63646,,,0.3142857142857143
KANNIYAKUMARI,2005,Dry ginger,Kharif,11,63646,,,19.272727272727273
KANNIYAKUMARI,2005,Groundnut,Kharif,22,63646,,,1.3636363636363635
KANNIYAKUMARI,2005,Horse-gram,Kharif,4,63646,,,0.25
KANNIYAKUMARI,2005,Moong(Green Gram),Kharif,2,63646,,,0.5
KANNIYAKUMARI,2005,Other Kharif pulses,Kharif,209,63646,,,0.2583732057416268
KANNIYAKUMARI,2005,Rice,Kharif,21709,63646,,,3.801326638721268
KANNIYAKUMARI,2005,Urad,Kharif,1637,63646,,,0.1533292608430055
KANNIYAKUMARI,2005,Arecanut,Whole Year,598,63646,,,2.225752508361204
KANNIYAKUMARI,2005,Banana,Whole Year,5546,63646,,,47.183916336098086
KANNIYAKUMARI,2005,Black pepper,Whole Year,83,63646,,,0.1566265060240964
KANNIYAKUMARI,2005,Cardamom,Whole Year,60,63646,,,0.1
KANNIYAKUMARI,2005,Cashewnut,Whole Year,1938,63646,,,0.173890608875129
KANNIYAKUMARI,2005,Coconut,Whole Year,24220,63646,,,0.16919900908340216
KANNIYAKUMARI,2005,Dry chillies,Whole Year,5,63646,,,0.6
KANNIYAKUMARI,2005,Tapioca,Whole Year,7693,63646,,,34.04575588197062
KANNIYAKUMARI,2006,Rice,Kharif,21406,60814,,,4.397365224703354
KANNIYAKUMARI,2006,Arecanut,Whole Year,586,60814,,,2.2525597269624575
KANNIYAKUMARI,2006,Banana,Whole Year,6004,60814,,,45.747668221185876
KANNIYAKUMARI,2006,Black pepper,Whole Year,113,60814,,,0.1504424778761062
KANNIYAKUMARI,2006,Cardamom,Whole Year,60,60814,,,0.1
KANNIYAKUMARI,2006,Cashewnut,Whole Year,1907,60814,,,0.44153120083901415
KANNIYAKUMARI,2006,Coconut,Whole Year,24449,60814,,,0.10961593521207412
KANNIYAKUMARI,2006,Cotton(lint),Whole Year,12,60814,,,1.9166666666666667
KANNIYAKUMARI,2006,Dry chillies,Whole Year,53,60814,,,0.6981132075471698
KANNIYAKUMARI,2006,Dry ginger,Whole Year,9,60814,,,18.666666666666668
KANNIYAKUMARI,2006,Groundnut,Whole Year,12,60814,,,1.5833333333333333
KANNIYAKUMARI,2006,Horse-gram,Whole Year,5,60814,,,0.6
KANNIYAKUMARI,2006,Moong(Green Gram),Whole Year,2,60814,,,0.5
KANNIYAKUMARI,2006,Tapioca,Whole Year,7868,60814,,,34.74923741738689
KANNIYAKUMARI,2006,Urad,Whole Year,1521,60814,,,0.5700197238658777
KANNIYAKUMARI,2007,Rice,Kharif,20349,60018,,,4.433141677723721
KANNIYAKUMARI,2007,Arecanut,Whole Year,601,60018,,,1.1963394342762064
KANNIYAKUMARI,2007,Banana,Whole Year,5481,60018,,,31.314176245210728
KANNIYAKUMARI,2007,Black pepper,Whole Year,90,60018,,,0.15555555555555556
KANNIYAKUMARI,2007,Cardamom,Whole Year,60,60018,,,0.1
KANNIYAKUMARI,2007,Cashewnut,Whole Year,1843,60018,,,0.40260444926749867
KANNIYAKUMARI,2007,Coconut,Whole Year,24864,60018,,,0.10545366795366795
KANNIYAKUMARI,2007,Cotton(lint),Whole Year,10,60018,,,1.7
KANNIYAKUMARI,2007,Dry chillies,Whole Year,10,60018,,,0.5
KANNIYAKUMARI,2007,Dry ginger,Whole Year,15,60018,,,19.066666666666666
KANNIYAKUMARI,2007,Groundnut,Whole Year,39,60018,,,1.641025641025641
KANNIYAKUMARI,2007,Horse-gram,Whole Year,5,60018,,,0.4
KANNIYAKUMARI,2007,Moong(Green Gram),Whole Year,2,60018,,,0.5
KANNIYAKUMARI,2007,Tapioca,Whole Year,7614,60018,,,41.83832413974258
KANNIYAKUMARI,2007,Urad,Whole Year,986,60018,,,0.24543610547667344
KANNIYAKUMARI,2008,Rice,Kharif,18187,57886,,,4.599824050145709
KANNIYAKUMARI,2008,Arecanut,Whole Year,531,57886,,,1.5386064030131827
KANNIYAKUMARI,2008,Banana,Whole Year,6149,57886,,,44.45243128964059
KANNIYAKUMARI,2008,Black pepper,Whole Year,40,57886,,,0.15
KANNIYAKUMARI,2008,Cardamom,Whole Year,51,57886,,,0.09803921568627451
KANNIYAKUMARI,2008,Cashewnut,Whole Year,1767,57886,,,0.812110922467459
KANNIYAKUMARI,2008,Coconut,Whole Year,25074,57886,,,129.97527319135358
KANNIYAKUMARI,2008,Dry chillies,Whole Year,6,57886,,,0.5
KANNIYAKUMARI,2008,Dry ginger,Whole Year,73,57886,,,20.0
KANNIYAKUMARI,2008,Groundnut,Whole Year,20,57886,,,1.5
KANNIYAKUMARI,2008,Horse-gram,Whole Year,5,57886,,,0.4
KANNIYAKUMARI,2008,Moong(Green Gram),Whole Year,2,57886,,,
KANNIYAKUMARI,2008,Sweet potato,Whole Year,1,57886,,,13.0
KANNIYAKUMARI,2008,Tapioca,Whole Year,6965,57886,,,25.511988513998563
KANNIYAKUMARI,2008,Turmeric,Whole Year,4,57886,,,5.75
KANNIYAKUMARI,2008,Urad,Whole Year,512,57886,,,0.314453125
KANNIYAKUMARI,2009,Rice,Kharif,17307,55736,,,4.404980643670191
KANNIYAKUMARI,2009,Arecanut,Whole Year,502,55736,,,1.597609561752988
KANNIYAKUMARI,2009,Banana,Whole Year,6817,55736,,,32.26785976235881
KANNIYAKUMARI,2009,Black pepper,Whole Year,97,55736,,,0.15463917525773196
KANNIYAKUMARI,2009,Cardamom,Whole Year,48,55736,,,0.08333333333333333
KANNIYAKUMARI,2009,Cashewnut,Whole Year,1725,55736,,,0.8388405797101449
KANNIYAKUMARI,2009,Coconut,Whole Year,24938,55736,,,15.634774240115487
KANNIYAKUMARI,2009,Cotton(lint),Whole Year,10,55736,,,2.0
KANNIYAKUMARI,2009,Dry chillies,Whole Year,6,55736,,,0.5
KANNIYAKUMARI,2009,Dry ginger,Whole Year,14,55736,,,16.071428571428573
KANNIYAKUMARI,2009,Groundnut,Whole Year,20,55736,,,1.45
KANNIYAKUMARI,2009,Moong(Green Gram),Whole Year,2,55736,,,0.5
KANNIYAKUMARI,2009,Sugarcane,Whole Year,6,55736,,,101.5
KANNIYAKUMARI,2009,Tapioca,Whole Year,6202,55736,,,30.567720090293452
KANNIYAKUMARI,2009,Turmeric,Whole Year,4,55736,,,5.0
KANNIYAKUMARI,2009,Urad,Whole Year,647,55736,,,0.3802163833075734
KANNIYAKUMARI,2010,Arhar/Tur,Kharif,1,58720,,,1.0
KANNIYAKUMARI,2010,Groundnut,Kharif,5,58720,,,1.8
KANNIYAKUMARI,2010,Rice,Kharif,16989,58720,,,4.73170875272235
KANNIYAKUMARI,2010,Urad,Kharif,490,58720,,,0.38979591836734695
KANNIYAKUMARI,2010,Sugarcane,Whole Year,6,58720,,,108.33333333333333
KANNIYAKUMARI,2011,Groundnut,Kharif,15,58614,,,2.2
KANNIYAKUMARI,2011,Rice,Kharif,16617,58614,,,5.422759824276343
KANNIYAKUMARI,2011,Arecanut,Whole Year,404,58614,,,0.3886138613861386
KANNIYAKUMARI,2011,Banana,Whole Year,5982,58614,,,27.254931461049814
KANNIYAKUMARI,2011,Black pepper,Whole Year,153,58614,,,0.1503267973856209
KANNIYAKUMARI,2011,Cardamom,Whole Year,48,58614,,,0.08333333333333333
KANNIYAKUMARI,2011,Cashewnut,Whole Year,1260,58614,,,0.2634920634920635
KANNIYAKUMARI,2011,Coconut,Whole Year,24936,58614,,,6352.261790182868
KANNIYAKUMARI,2011,Dry chillies,Whole Year,4,58614,,,0.5
KANNIYAKUMARI,2011,Dry ginger,Whole Year,10,58614,,,11.0
KANNIYAKUMARI,2011,Sugarcane,Whole Year,7,58614,,,112.57142857142857
KANNIYAKUMARI,2011,Tapioca,Whole Year,2712,58614,,,42.551622418879056
KANNIYAKUMARI,2011,Urad,Whole Year,672,58614,,,0.5461309523809523
KANNIYAKUMARI,2012,Arhar/Tur,Kharif,3,56598,,,0.6666666666666666
KANNIYAKUMARI,2012,Groundnut,Kharif,31,56598,,,1.903225806451613
KANNIYAKUMARI,2012,Rice,Kharif,12412,56598,,,4.663390267483081
KANNIYAKUMARI,2012,Urad,Kharif,403,56598,,,0.4218362282878412
KANNIYAKUMARI,2012,Sugarcane,Whole Year,1,56598,,,98.0
KANNIYAKUMARI,2013,Groundnut,Kharif,15,59388,,,2.2
KANNIYAKUMARI,2013,Rice,Kharif,13619,59388,,,4.897789852412071
KANNIYAKUMARI,2013,Urad,Kharif,167,59388,,,0.8383233532934131
KANNIYAKUMARI,2013,Groundnut,Rabi,13,59388,,,3.6153846153846154
KANNIYAKUMARI,2013,Urad,Rabi,1222,59388,,,0.853518821603928
KANNIYAKUMARI,2013,Arecanut,Whole Year,337,59388,,,0.8071216617210683
KANNIYAKUMARI,2013,Arhar/Tur,Whole Year,9,59388,,,1.0
KANNIYAKUMARI,2013,Banana,Whole Year,6542,59388,,,30.293182512992967
KANNIYAKUMARI,2013,Black pepper,Whole Year,226,59388,,,0.15486725663716813
KANNIYAKUMARI,2013,Cardamom,Whole Year,12,59388,,,0.08333333333333333
KANNIYAKUMARI,2013,Cashewnut,Whole Year,1175,59388,,,0.2851063829787234
KANNIYAKUMARI,2013,Coconut,Whole Year,23917,59388,,,12004.013881339633
KANNIYAKUMARI,2013,Dry ginger,Whole Year,5,59388,,,7.0
KANNIYAKUMARI,2013,Sugarcane,Whole Year,2,59388,,,103.5
KANNIYAKUMARI,2013,Tapioca,Whole Year,1038,59388,,,34.97398843930636
KARUR,1997,Banana,Kharif,5092,363044,,,35.64689709347997
KARUR,1997,Horse-gram,Kharif,574,363044,,,0.5052264808362369
KARUR,1997,Onion,Kharif,977,363044,,,7.758444216990788
KARUR,1997,Sesamum,Kharif,4582,363044,,,0.32736796158882586
KARUR,1997,Small millets,Kharif,19,363044,,,1.0526315789473684
KARUR,1997,Tobacco,Kharif,10,363044,,,1.6
KARUR,1997,Arhar/Tur,Whole Year,4046,363044,,,0.4078101828966881
KARUR,1997,Bajra,Whole Year,18003,363044,,,0.3043937121590846
KARUR,1997,Banana,Whole Year,5566,363044,,,63.38124326266619
KARUR,1997,Cotton(lint),Whole Year,900,363044,,,1.8444444444444446
KARUR,1997,Dry chillies,Whole Year,1918,363044,,,0.656934306569343
KARUR,1997,Groundnut,Whole Year,8915,363044,,,2.4520471116096467
KARUR,1997,Jowar,Whole Year,30201,363044,,,0.3738286811694977
KARUR,1997,Moong(Green Gram),Whole Year,96,363044,,,0.3125
KARUR,1997,Onion,Whole Year,228,363044,,,204.07894736842104
KARUR,1997,Pulses total,Whole Year,5894,363044,,,0.3868340685442823
KARUR,1997,Ragi,Whole Year,28,363044,,,2.857142857142857
KARUR,1997,Rice,Whole Year,16448,363044,,,2.954158560311284
KARUR,1997,Sugarcane,Whole Year,5961,363044,,,1187.8879382653918
KARUR,1997,Sunflower,Whole Year,187,363044,,,0.9090909090909091
KARUR,1997,Sweet potato,Whole Year,203,363044,,,18.32512315270936
KARUR,1997,Tapioca,Whole Year,304,363044,,,42.89473684210526
KARUR,1997,Total foodgrain,Whole Year,70594,363044,,,0.959571634983143
KARUR,1997,Turmeric,Whole Year,367,363044,,,8.119891008174386
KARUR,1997,Urad,Whole Year,409,363044,,,0.46454767726161367
KARUR,1998,Arhar/Tur,Kharif,3382,79624,,,0.43494973388527497
KARUR,1998,Bajra,Kharif,16562,79624,,,0.6051805337519623
KARUR,1998,Cotton(lint),Kharif,1226,79624,,,2.2071778140293636
KARUR,1998,Groundnut,Kharif,14248,79624,,,1.7907776530039303
KARUR,1998,Horse-gram,Kharif,4188,79624,,,0.5009551098376314
KARUR,1998,Jowar,Kharif,36179,79624,,,0.4888747616020343
KARUR,1998,Maize,Kharif,8,79624,,,1.25
KARUR,1998,Moong(Green Gram),Kharif,1840,79624,,,0.4771739130434783
KARUR,1998,Pulses total,Kharif,19676,79624,,,0.3999288473266924
KARUR,1998,Ragi,Kharif,89,79624,,,2.8764044943820224
KARUR,1998,Rice,Kharif,16961,79624,,,3.432875420081363
KARUR,1998,Sesamum,Kharif,11068,79624,,,0.3877846042645464
KARUR,1998,Sunflower,Kharif,1039,79624,,,0.9826756496631376
KARUR,1998,Total foodgrain,Kharif,89475,79624,,,0.10513551271304834
KARUR,1998,Urad,Kharif,5524,79624,,,0.4889572773352643
KARUR,1998,Banana,Whole Year,2828,79624,,,63.381188118811885
KARUR,1998,Cashewnut,Whole Year,72,79624,,,0.20833333333333334
KARUR,1998,Castor seed,Whole Year,238,79624,,,0.33613445378151263
KARUR,1998,Coriander,Whole Year,22,79624,,,0.3181818181818182
KARUR,1998,Dry chillies,Whole Year,1948,79624,,,0.601129363449692
KARUR,1998,Garlic,Whole Year,59,79624,,,5.813559322033898
KARUR,1998,Onion,Whole Year,707,79624,,,7.790664780763791
KARUR,1998,Sugarcane,Whole Year,10193,79624,,,122.73226724222506
KARUR,1998,Sweet potato,Whole Year,55,79624,,,17.963636363636365
KARUR,1998,Tapioca,Whole Year,249,79624,,,37.140562248995984
KARUR,1998,Tobacco,Whole Year,2,79624,,,1.0
KARUR,1998,Turmeric,Whole Year,520,79624,,,8.107692307692307
KARUR,1999,Arhar/Tur,Kharif,1895,96184,,,0.6912928759894459
KARUR,1999,Bajra,Kharif,13219,96184,,,0.7396928663287692
KARUR,1999,Castor seed,Kharif,1120,96184,,,0.30892857142857144
KARUR,1999,Cotton(lint),Kharif,1281,96184,,,1.8352849336455894
KARUR,1999,Groundnut,Kharif,12685,96184,,,1.6338983050847458
KARUR,1999,Horse-gram,Kharif,4512,96184,,,0.4379432624113475
KARUR,1999,Jowar,Kharif,44594,96184,,,0.5393999192716509
KARUR,1999,Mesta,Kharif,3,96184,,,4.0
KARUR,1999,Moong(Green Gram),Kharif,1380,96184,,,0.5427536231884058
KARUR,1999,Ragi,Kharif,48,96184,,,2.2291666666666665
KARUR,1999,Rice,Kharif,17279,96184,,,3.2683025638057757
KARUR,1999,Sesamum,Kharif,8438,96184,,,0.5187248163071818
KARUR,1999,Sunflower,Kharif,1890,96184,,,1.0555555555555556
KARUR,1999,Urad,Kharif,7786,96184,,,0.5179809915232468
KARUR,1999,Banana,Whole Year,5092,96184,,,35.64689709347997
KARUR,1999,Cashewnut,Whole Year,74,96184,,,0.2972972972972973
KARUR,1999,Coriander,Whole Year,3,96184,,,0.3333333333333333
KARUR,1999,Dry chillies,Whole Year,2226,96184,,,0.5107816711590296
KARUR,1999,Garlic,Whole Year,85,96184,,,5.976470588235294
KARUR,1999,Guar seed,Whole Year,11551,96184,,,10.888840793004935
KARUR,1999,Onion,Whole Year,977,96184,,,7.758444216990788
KARUR,1999,Sugarcane,Whole Year,11551,96184,,,111.96935330274435
KARUR,1999,Sweet potato,Whole Year,10,96184,,,15.5
KARUR,1999,Tapioca,Whole Year,147,96184,,,38.523809523809526
KARUR,1999,Tobacco,Whole Year,10,96184,,,1.6
KARUR,1999,Turmeric,Whole Year,524,96184,,,5.938931297709924
KARUR,2000,Arhar/Tur,Kharif,5112,91036,,,0.6915101721439749
KARUR,2000,Bajra,Kharif,14198,91036,,,0.5207775743062403
KARUR,2000,Castor seed,Kharif,330,91036,,,0.3090909090909091
KARUR,2000,Cotton(lint),Kharif,1246,91036,,,2.0890850722311396
KARUR,2000,Groundnut,Kharif,11227,91036,,,1.6521777856951991
KARUR,2000,Horse-gram,Kharif,2488,91036,,,0.430064308681672
KARUR,2000,Jowar,Kharif,41564,91036,,,0.3927677798094505
KARUR,2000,Maize,Kharif,101,91036,,,1.613861386138614
KARUR,2000,Moong(Green Gram),Kharif,2181,91036,,,0.4672168729940394
KARUR,2000,Other Kharif pulses,Kharif,7589,91036,,,0.151008037949664
KARUR,2000,Rice,Kharif,15277,91036,,,3.3905216992865093
KARUR,2000,Sesamum,Kharif,7218,91036,,,0.46384039900249374
KARUR,2000,Sunflower,Kharif,1814,91036,,,1.0986769570011026
KARUR,2000,Urad,Kharif,6494,91036,,,0.5180166307360641
KARUR,2000,Banana,Whole Year,2733,91036,,,35.64690815953165
KARUR,2000,Cashewnut,Whole Year,17,91036,,,0.29411764705882354
KARUR,2000,Dry chillies,Whole Year,2228,91036,,,0.5587971274685817
KARUR,2000,Onion,Whole Year,925,91036,,,7.757837837837838
KARUR,2000,Sannhamp,Whole Year,6,91036,,,0.6666666666666666
KARUR,2000,Sugarcane,Whole Year,8418,91036,,,111.96935138987884
KARUR,2000,Sweet potato,Whole Year,20,91036,,,15.45
KARUR,2000,Tapioca,Whole Year,447,91036,,,38.52125279642058
KARUR,2000,Tobacco,Whole Year,1,91036,,,2.0
KARUR,2000,Turmeric,Whole Year,598,91036,,,6.115384615384615
KARUR,2001,Arhar/Tur,Kharif,2763,76164,,,0.3257328990228013
KARUR,2001,Bajra,Kharif,7280,76164,,,0.42032967032967034
KARUR,2001,Cotton(lint),Kharif,490,76164,,,1.7346938775510203
KARUR,2001,Groundnut,Kharif,6040,76164,,,2.0993377483443707
KARUR,2001,Jowar,Kharif,28091,76164,,,0.29938414438788225
KARUR,2001,Moong(Green Gram),Kharif,48,76164,,,0.4166666666666667
KARUR,2001,Ragi,Kharif,14,76164,,,2.857142857142857
KARUR,2001,Rice,Kharif,15539,76164,,,3.6115580153163007
KARUR,2001,Sesamum,Kharif,5779,76164,,,0.28551652535040667
KARUR,2001,Sunflower,Kharif,209,76164,,,1.291866028708134
KARUR,2001,Urad,Kharif,294,76164,,,0.3741496598639456
KARUR,2001,Sugarcane,Whole Year,9629,76164,,,83.67431716689168
KARUR,2002,Arhar/Tur,Kharif,2414,61500,,,0.18351284175642088
KARUR,2002,Bajra,Kharif,6228,61500,,,0.24887604367373153
KARUR,2002,Castor seed,Kharif,6,61500,,,0.5
KARUR,2002,Cotton(lint),Kharif,145,61500,,,1.6896551724137931
KARUR,2002,Groundnut,Kharif,3276,61500,,,1.5796703296703296
KARUR,2002,Horse-gram,Kharif,1018,61500,,,0.2544204322200393
KARUR,2002,Jowar,Kharif,27521,61500,,,0.33817811852766977
KARUR,2002,Maize,Kharif,5,61500,,,3.0
KARUR,2002,Moong(Green Gram),Kharif,28,61500,,,0.42857142857142855
KARUR,2002,Other Kharif pulses,Kharif,352,61500,,,0.1534090909090909
KARUR,2002,Ragi,Kharif,11,61500,,,2.0
KARUR,2002,Rice,Kharif,12837,61500,,,2.9220222793487576
KARUR,2002,Sesamum,Kharif,4562,61500,,,0.2656729504603244
KARUR,2002,Sunflower,Kharif,273,61500,,,1.1538461538461537
KARUR,2002,Urad,Kharif,227,61500,,,0.4008810572687225
KARUR,2002,Varagu,Kharif,1,61500,,,1.0
KARUR,2002,Ash Gourd,Whole Year,14,61500,,,0.0
KARUR,2002,Banana,Whole Year,5151,61500,,,20.284604931081343
KARUR,2002,Bhindi,Whole Year,38,61500,,,7.447368421052632
KARUR,2002,Bitter Gourd,Whole Year,9,61500,,,0.0
KARUR,2002,Brinjal,Whole Year,93,61500,,,7.623655913978495
KARUR,2002,Cashewnut,Whole Year,39,61500,,,0.3076923076923077
KARUR,2002,Citrus Fruit,Whole Year,44,61500,,,1.1136363636363635
KARUR,2002,Coconut,Whole Year,4331,61500,,,11.867928884784115
KARUR,2002,Coriander,Whole Year,7,61500,,,0.14285714285714285
KARUR,2002,Cucumber,Whole Year,3,61500,,,0.0
KARUR,2002,Drum Stick,Whole Year,824,61500,,,0.0
KARUR,2002,Dry chillies,Whole Year,567,61500,,,0.6507936507936508
KARUR,2002,Jack Fruit,Whole Year,2,61500,,,11.5
KARUR,2002,Lab-Lab,Whole Year,2,61500,,,0.0
KARUR,2002,Mango,Whole Year,514,61500,,,5.992217898832685
KARUR,2002,Onion,Whole Year,74,61500,,,8.45945945945946
KARUR,2002,Orange,Whole Year,1,61500,,,2.0
KARUR,2002,Other Citrus Fruit,Whole Year,26,61500,,,0.0
KARUR,2002,Other Fresh Fruits,Whole Year,104,61500,,,0.0
KARUR,2002,Other Vegetables,Whole Year,5,61500,,,0.0
KARUR,2002,Pome Fruit,Whole Year,57,61500,,,5.228070175438597
KARUR,2002,Pome Granet,Whole Year,1,61500,,,0.0
KARUR,2002,Pump Kin,Whole Year,1,61500,,,0.0
KARUR,2002,Redish,Whole Year,1,61500,,,0.0
KARUR,2002,Snak Guard,Whole Year,2,61500,,,0.0
KARUR,2002,Sugarcane,Whole Year,6682,61500,,,73.055971266088
KARUR,2002,Sweet potato,Whole Year,146,61500,,,14.349315068493151
KARUR,2002,Tapioca,Whole Year,680,61500,,,31.58823529411765
KARUR,2002,Tomato,Whole Year,151,61500,,,7.6092715231788075
KARUR,2002,Turmeric,Whole Year,262,61500,,,2.6106870229007635
KARUR,2002,Yam,Whole Year,2,61500,,,0.0
KARUR,2003,Arhar/Tur,Kharif,3719,54068,,,0.20785157300349558
KARUR,2003,Bajra,Kharif,5264,54068,,,0.2969224924012158
KARUR,2003,Castor seed,Kharif,11,54068,,,0.45454545454545453
KARUR,2003,Cotton(lint),Kharif,309,54068,,,1.4951456310679612
KARUR,2003,Groundnut,Kharif,3419,54068,,,1.4627083942673296
KARUR,2003,Horse-gram,Kharif,1041,54068,,,0.2680115273775216
KARUR,2003,Jowar,Kharif,35441,54068,,,0.351372703930476
KARUR,2003,Maize,Kharif,31,54068,,,2.4516129032258065
KARUR,2003,Moong(Green Gram),Kharif,94,54068,,,0.425531914893617
KARUR,2003,Other Kharif pulses,Kharif,580,54068,,,0.15172413793103448
KARUR,2003,Ragi,Kharif,17,54068,,,2.3529411764705883
KARUR,2003,Rice,Kharif,9321,54068,,,2.5823409505417874
KARUR,2003,Sesamum,Kharif,9422,54068,,,0.27701125026533646
KARUR,2003,Small millets,Kharif,1,54068,,,1.0
KARUR,2003,Sunflower,Kharif,1123,54068,,,1.319679430097952
KARUR,2003,Urad,Kharif,412,54068,,,0.4077669902912621
KARUR,2003,Arecanut,Whole Year,1,54068,,,
KARUR,2003,Ash Gourd,Whole Year,22,54068,,,0.0
KARUR,2003,Banana,Whole Year,3580,54068,,,21.174581005586592
KARUR,2003,Bhindi,Whole Year,51,54068,,,7.0
KARUR,2003,Bitter Gourd,Whole Year,1,54068,,,0.0
KARUR,2003,Brinjal,Whole Year,91,54068,,,11.175824175824175
KARUR,2003,Cashewnut,Whole Year,39,54068,,,0.3333333333333333
KARUR,2003,Citrus Fruit,Whole Year,50,54068,,,1.04
KARUR,2003,Coconut,Whole Year,4487,54068,,,6.195676398484511
KARUR,2003,Coriander,Whole Year,11,54068,,,0.2727272727272727
KARUR,2003,Cucumber,Whole Year,10,54068,,,0.0
KARUR,2003,Drum Stick,Whole Year,842,54068,,,0.0
KARUR,2003,Dry chillies,Whole Year,575,54068,,,0.56
KARUR,2003,Grapes,Whole Year,7,54068,,,24.142857142857142
KARUR,2003,Jack Fruit,Whole Year,2,54068,,,9.5
KARUR,2003,Lab-Lab,Whole Year,3,54068,,,0.0
KARUR,2003,Mango,Whole Year,537,54068,,,4.154562383612663
KARUR,2003,Onion,Whole Year,172,54068,,,9.005813953488373
KARUR,2003,Orange,Whole Year,1,54068,,,2.0
KARUR,2003,Other Citrus Fruit,Whole Year,25,54068,,,0.0
KARUR,2003,Other Fresh Fruits,Whole Year,117,54068,,,0.0
KARUR,2003,Other Vegetables,Whole Year,9,54068,,,0.0
KARUR,2003,Pome Fruit,Whole Year,53,54068,,,7.018867924528302
KARUR,2003,Pome Granet,Whole Year,1,54068,,,0.0
KARUR,2003,Redish,Whole Year,4,54068,,,0.0
KARUR,2003,Ribed Guard,Whole Year,4,54068,,,0.0
